ID,Date,Amount,Vendor,Description,Category,SubCategory,Person,PaymentMode,RecurrenceType,Notes,ImportSessionID
498,2026-01-20,1228,"Sri Maatha Medicals","Sri Maatha Medicals","medical","medicines","Mother",UPI,onetime,"",
499,2026-01-20,350,"Pethis Service Station","Pethis Service Station","petrol-diesel","petrol","Family",UPI,onetime,"",
485,2026-01-21,148,"Sri Maatha Medicals","Sri Maatha Medicals","medical","medicines","Mother",UPI,onetime,"",
486,2026-01-21,165,"Chandrakant","Chandrakant","food","snacks","Family",UPI,onetime,"",
487,2026-01-21,22,"Shashirekha Y B","Shashirekha Y B","food","fruits","Family",UPI,onetime,"",
488,2026-01-21,33,"Mohanan M O","Mohanan M O","food","dairy","Family",UPI,onetime,"",
489,2026-01-21,60,"Kushal B","Kushal B","food","vegetables","Family",UPI,onetime,"",
490,2026-01-21,520,"Raju S C","Raju S C","food","fruits","Family",UPI,onetime,"",
491,2026-01-21,140,"Darshan Bj So Jayaramu","Darshan Bj So Jayaramu","food","fruits","Family",UPI,onetime,"",
492,2026-01-21,450,"Shree Annapoorneshwari Foods Beverages Private Li","Shree Annapoorneshwari Foods Beverages Private Li","food","groceries","Family",UPI,onetime,"",
493,2026-01-21,50,"Shilaja M","Shilaja M","food","juice","Family",UPI,onetime,"",
494,2026-01-21,40,"Sagar K","Sagar K","food","vegetables","Family",UPI,onetime,"",
478,2026-01-22,10501,"Maruthi Healthcare","Maruthi Healthcare - Wheel chair","medical","medicines","Father",UPI,onetime,"",
479,2026-01-22,140,"Ranganatha Iyangar Bakery Sweets","Ranganatha Iyangar Bakery Sweets","food","bakery","Family",UPI,onetime,"",
480,2026-01-22,175,"New Pallavi Mess","New Pallavi Mess","food","hotel","Family",UPI,onetime,"",
481,2026-01-22,100,"Radha Wo Suresha","Radha Wo Suresha","food","yelnir","Family",UPI,onetime,"",
482,2026-01-22,614,"Sri Ganga Medicals","Sri Ganga Medicals","medical","medicines","Mother",UPI,onetime,"",
483,2026-01-22,315,"Krishna","Krishna","food","hotel","Family",UPI,onetime,"",
484,2026-01-22,300,"Krishna Vaibhava","Krishna Vaibhava","food","hotel","Family",UPI,onetime,"",
477,2026-01-23,280,"Mohana","Mohana","food","dairy","Family",UPI,onetime,"",
476,2026-01-24,89,"Suhail Baig","Suhail Baig - Auto","Travel","auto","Family",UPI,onetime,"",
473,2026-01-25,365,"Sri Ganga Medicals","Sri Ganga Medicals","medical","medicines","Mother",UPI,onetime,"",
474,2026-01-25,830,"Kishan Kabadi S","Kishan Kabadi S - Breakfast And Lunc","expenses","","Family",UPI,onetime,"",
475,2026-01-25,20000,"TTD Srivari Darshan","TTD Srivari Darshan - special entrance","temple","ttd","Seenu",UPI,onetime,"",
465,2026-01-26,265,"Krishna","Krishna","food","hotel","Family",UPI,onetime,"",
466,2026-01-26,60,"Sas Enterprises","Sas Enterprises","petrol-diesel","petrol","Family",UPI,onetime,"",
467,2026-01-26,4204,"Sas Enterprises","Sas Enterprises","petrol-diesel","petrol","Family",UPI,onetime,"",
468,2026-01-26,56,"Mohanan M O","Mohanan M O","food","dairy","Family",UPI,onetime,"",
469,2026-01-26,75,"Saraswathi D J","Saraswathi D J","stationary","","Family",UPI,onetime,"",
470,2026-01-26,500,"Chowdeshwari Fruit","Chowdeshwari Fruit","food","fruits","Family",UPI,onetime,"",
471,2026-01-26,140,"Mrs Nethravathy","Mrs Nethravathy","flower","flower","Family",UPI,onetime,"",
472,2026-01-26,114,"Jaya Surya K","Jaya Surya K - Auto","Travel","auto","Family",UPI,onetime,"",
460,2026-01-27,210,"Chenna Kesava Reddy M","Chenna Kesava Reddy M","food","hotel","Family",UPI,onetime,"",
461,2026-01-27,20,"Mr Nosina Venkateswarlu","Mr Nosina Venkateswarlu","stationary","xerox","Family",UPI,onetime,"",
462,2026-01-27,924,"Murugan Idli Restaurant","Murugan Idli Restaurant","Travel","trip","Family",UPI,onetime,"",
463,2026-01-27,1000,"Kishan Kabadi S","Kishan Kabadi S - Ttd","expenses","","Family",UPI,onetime,"",
464,2026-01-27,24,"Mohanan M O","Mohanan M O","food","dairy","Family",UPI,onetime,"",
450,2026-01-28,15000,"Sureshkv1977 3","Sureshkv1977 3 - To Raju","lended","","Friends",UPI,onetime,"",
451,2026-01-28,150,"Seethammagari Padmaja","Seethammagari Padmaja","food","snacks","Family",UPI,onetime,"",
452,2026-01-28,860,"Sri Siddi Vanayaka","Sri Siddi Vanayaka","food","hotel","Family",UPI,onetime,"",
453,2026-01-28,118,"Heritage Foods Limited","Heritage Foods Limited","food","hotel","Family",UPI,onetime,"",
454,2026-01-28,255,"Heritage Foods Limited","Heritage Foods Limited","food","hotel","Family",UPI,onetime,"",
455,2026-01-28,6000,"Tirupathi expenses","Tirupathi expenses","Travel","trip","Family",UPI,onetime,"",
456,2026-01-28,3000,"9959216726","9959216726 - Petrol","petrol-diesel","petrol","Family",UPI,onetime,"",
457,2026-01-28,50,"K Srinath","K Srinath","food","vegetables","Family",UPI,onetime,"",
458,2026-01-28,30,"Madanmohanu","Madanmohanu","food","tea","Family",UPI,onetime,"",
459,2026-01-28,370,"Chenna Kesava Reddy M","Chenna Kesava Reddy M","food","hotel","Family",UPI,onetime,"",
446,2026-01-29,140,"Shyam Mishra Juice Centre Llp","Shyam Mishra Juice Centre Llp","food","hotel","Family",UPI,onetime,"",
447,2026-01-29,520,"Susheelabai","Susheelabai","Travel","trip","Family",UPI,onetime,"",
448,2026-01-29,4331,"Susheelabai","Susheelabai","Travel","trip","Family",UPI,onetime,"",
449,2026-01-29,290,"Jodhpur Sweets","Jodhpur Sweets","food","sweets","Family",UPI,onetime,"",
437,2026-01-30,10,"Mahammed Zahid","Mahammed Zahid","food","vegetables","Family",UPI,onetime,"",
438,2026-01-30,105,"Mukesh Provision Stores","Mukesh Provision Stores","food","groceries","Family",UPI,onetime,"",
439,2026-01-30,90,"Kushal B","Kushal B","food","vegetables","Family",UPI,onetime,"",
440,2026-01-30,120,"Kushal B","Kushal B","food","vegetables","Family",UPI,onetime,"",
441,2026-01-30,328,"Chowdeshwari Fruit","Chowdeshwari Fruit","food","fruits","Family",UPI,onetime,"",
442,2026-01-30,100,"Nallaiya R","Nallaiya R","food","yelnir","Family",UPI,onetime,"",
443,2026-01-30,358,"Mr Jagadeesha C","Mr Jagadeesha C","food","vegetables","Family",UPI,onetime,"",
444,2026-01-30,2500,"8660892609","8660892609 - Donation Health","donation","","Others",UPI,onetime,"",
445,2026-01-30,52,"Satishkumarkosaraju1995","Satishkumarkosaraju1995 - Parcel","Travel","rapido","Family",UPI,onetime,"",
436,2026-01-31,500,"Kishan Kabadi S","Kishan Kabadi S","expenses","","Family",UPI,onetime,"",
435,2026-02-01,1414.82,"Airtel Payments Bank Limited","Airtel Payments Bank Limited","mobile-telephone","mobile","Family",UPI,onetime,"",
424,2026-02-02,8369,"Eureka Forbes Ltd","Eureka Forbes Ltd","amc-waterfilter","","Family",UPI,onetime,"",
425,2026-02-02,122,"Mohanan M O","Mohanan M O","food","dairy","Family",UPI,onetime,"",
426,2026-02-02,260,"Raju S C","Raju S C","food","fruits","Family",UPI,onetime,"",
427,2026-02-02,400,"Kushal B","Kushal B","food","vegetables","Family",UPI,onetime,"",
428,2026-02-02,160,"Hareesha H N","Hareesha H N","food","vegetables","Family",UPI,onetime,"",
429,2026-02-02,10,"Sagar K","Sagar K","food","vegetables","Family",UPI,onetime,"",
430,2026-02-02,570,"Directorate Of Edcs","Directorate Of Edcs","water-bill","","Family",UPI,onetime,"",
431,2026-02-02,2889,"Bangalore Electricity Supply Company Limited","Bangalore Electricity Supply Company Limited","electricity-bill","","Family",UPI,onetime,"",
432,2026-02-02,6850,"Imprint","Imprint - Books Fees","Education","books","Smitha",UPI,onetime,"",
433,2026-02-02,2673,"Amazon Pay Groceries","Amazon Pay Groceries","medical","medicines","Father",UPI,onetime,"",
434,2026-02-02,155000,"Smitha 12th fees","Smitha 12th fees","Education","fees","Smitha",UPI,onetime,"",
399,2026-02-03,1897,"Kishan Kabadi S","Kishan Kabadi S - House Expenses","expenses","","Family",UPI,onetime,"",
400,2026-02-03,1200,"Kishan Kabadi S","Kishan Kabadi S - Kishan Expenses","expenses","","Family",UPI,onetime,"",
401,2026-02-03,2333,"Sulagaisrinath","Sulagaisrinath - Silver","jewelery","silver","Family",UPI,onetime,"",
402,2026-02-03,5000,"Vinutha K","Vinutha K - Dec Monthly Expenses","monthly expenses","","Family",UPI,onetime,"",
403,2026-02-03,4300,"Vinutha K","Vinutha K - Sankranthi Utensils","monthly expenses","","Family",UPI,onetime,"",
404,2026-02-03,70,"Ganesh","Ganesh","food","groceries","Family",UPI,onetime,"",
405,2026-02-03,24,"Sri Maatha Medicals","Sri Maatha Medicals","medical","medicines","Mother",UPI,onetime,"",
406,2026-02-03,2769,"Sri Maatha Medicals","Sri Maatha Medicals","medical","medicines","Mother",UPI,onetime,"",
407,2026-02-03,25000,"9148094302","9148094302 - Silver","jewelery","silver","Family",UPI,onetime,"",
409,2026-02-03,50000,"9148094302","9148094302 - Silver","jewelery","silver","Family",UPI,onetime,"",
410,2026-02-03,1200,"C Loudnine","C Loudnine","medical","doctor","Smitha",UPI,onetime,"",
411,2026-02-03,7000,"Vinutha K","Vinutha K - Vinutha Smitha Clothes","monthly expenses","","Family",UPI,onetime,"",
412,2026-02-03,1,"Vinutha K","Vinutha K","monthly expenses","","Family",UPI,onetime,"",
413,2026-02-03,15000,"Vinutha K","Vinutha K - Feb Monthly Expenses","house-monthly","","Family",UPI,onetime,"",
414,2026-02-03,8000,"Vinutha K","Vinutha K - Feb Monthly Expenses","house-monthly","","Family",UPI,onetime,"",
415,2026-02-03,5000,"Vinutha Monthly expenses","Vinutha Monthly expenses","vinutha-monthly expense","","Vinutha",UPI,onetime,"",
416,2026-02-03,80,"Chowdeshwari Fruit","Chowdeshwari Fruit","food","fruits","Family",UPI,onetime,"",
417,2026-02-03,120,"Bengluru Garden Growers Fruit And Vegitable Market","Bengluru Garden Growers Fruit And Vegitable Market","food","fruits","Family",UPI,onetime,"",
418,2026-02-03,74,"Bengluru Garden Growers Fruit And Vegitable Market","Bengluru Garden Growers Fruit And Vegitable Market","food","fruits","Family",UPI,onetime,"",
419,2026-02-03,36,"Kushal B","Kushal B","food","vegetables","Family",UPI,onetime,"",
420,2026-02-03,350,"Anjaneya Swamy Fuel Stati","Anjaneya Swamy Fuel Stati","petrol-diesel","2 wheeler","Family",UPI,onetime,"",
421,2026-02-03,130,"Ms Pournami S","Ms Pournami S","flower","flower","Family",UPI,onetime,"",
422,2026-02-03,184,"My Chicken And More Vijaya Nagar","My Chicken And More Vijaya Nagar","food","chicken","Family",UPI,onetime,"",
423,2026-02-03,1200,"Asif Pasha","Asif Pasha","food","mutton","Family",UPI,onetime,"",
394,2026-02-04,40000,"SSK Society Monthly Loan Amount","SSK Society Monthly Loan Amount","marutinagarbld","loan","Family",UPI,onetime,"",
395,2026-02-04,1595,"Sri Maatha Medicals","Sri Maatha Medicals","medical","medicines","Mother",UPI,onetime,"",
396,2026-02-04,2000,"Canare213","Canare213 - Driving License Kishan","kishan-expense","","Kishan",UPI,onetime,"",
397,2026-02-04,1165,"M K Ahmed Super Market Vijayanagar","M K Ahmed Super Market Vijayanagar","food","icecream","Family",UPI,onetime,"",
398,2026-02-04,50,"Sagar K","Sagar K","food","vegetables","Family",UPI,onetime,"",
391,2026-02-05,200,"9980020770","9980020770 - Post Office","sukanya-samrudhi","","Smitha",UPI,onetime,"",
392,2026-02-05,100,"Vinutha84","Vinutha84 - Post Office","sukanya-samrudhi","","Smitha",UPI,onetime,"",
393,2026-02-05,475,"9008135489","9008135489 - Water Filter","house-items","filter","Family",UPI,onetime,"",
382,2026-02-06,1000,"Vinutha K","Vinutha K - Sukany","sukanya-samrudhi","","Smitha",UPI,onetime,"",
383,2026-02-06,500,"9980020770","9980020770 - Sukanya Samriddhi","sukanya-samrudhi","","Smitha",UPI,onetime,"",
384,2026-02-06,100,"9980020770","9980020770 - Sukanya Samriddhi","sukanya-samrudhi","","Smitha",UPI,onetime,"",
385,2026-02-06,10000,"9980020770","9980020770 - Sukanya Samriddhi","sukanya-samrudhi","","Smitha",UPI,onetime,"",
386,2026-02-06,80000,"9980020770","9980020770 - Sukanya Samriddhi","sukanya-samrudhi","","Smitha",UPI,onetime,"",
387,2026-02-06,50,"9449383076 2","9449383076 2 - Auto","Travel","auto","Family",UPI,onetime,"",
388,2026-02-06,1010,"Sri Ganga Medicals","Sri Ganga Medicals","medical","medicines","Mother",UPI,onetime,"",
389,2026-02-06,57,"9880643255 3","9880643255 3 - Auto","Travel","auto","Family",UPI,onetime,"",
390,2026-02-06,380,"9902703177","9902703177 - Dinner","food","hotel","Family",UPI,onetime,"",
380,2026-02-07,45000,"9980020770","9980020770 - Sukanya Samriddhi","sukanya-samrudhi","","Smitha",UPI,onetime,"",
381,2026-02-07,1000,"9980020770","9980020770 - Sukanya Samriddhi","sukanya-samrudhi","","Smitha",UPI,onetime,"",
367,2026-02-08,135,"Dose Mithra","Dose Mithra","food","hotel","Family",UPI,onetime,"",
368,2026-02-08,70,"Shree Panjurli Cafe","Shree Panjurli Cafe","food","hotel","Family",UPI,onetime,"",
369,2026-02-08,75000,"Raj Jewels","Raj Jewels","jewelery","gold","Family",UPI,onetime,"",
370,2026-02-08,7000,"Raj Jewels","Raj Jewels","jewelery","silver","Family",UPI,onetime,"",
371,2026-02-08,191000,"Raj Jewels","Raj Jewels - 25gm","jewelery","gold","Family",UPI,onetime,"",
372,2026-02-08,100000,"Raj jewels","Raj jewels - Silver","jewelery","silver","Family",UPI,onetime,"",
373,2026-02-08,50000,"Raj jewels","Raj jewels - Silver","jewelery","silver","Family",UPI,onetime,"",
374,2026-02-08,300,"Bmrcl Vijaya Nagar","Bmrcl Vijaya Nagar","Travel","metro","Seenu",UPI,onetime,"",
375,2026-02-08,217,"Yashodhav","Yashodhav","pooja","sathyanarayanaswamy","Family",UPI,onetime,"",
376,2026-02-08,100,"Radha Wo Suresha","Radha Wo Suresha","food","yelnir","Family",UPI,onetime,"",
377,2026-02-08,460,"Mr Nagaraju R","Mr Nagaraju R","food","fruits","Family",UPI,onetime,"",
378,2026-02-08,200,"Kiran Kumar B K","Kiran Kumar B K - Donation","donation","","Others",UPI,onetime,"",
379,2026-02-08,10500,"9980020770","9980020770 - Sukanya Samriddhi","sukanya-samrudhi","","Smitha",UPI,onetime,"",
357,2026-02-09,377,"Smitha K S","Smitha K S - Snacks","food","snacks","Family",UPI,onetime,"",
358,2026-02-09,556,"Directorate Of Edcs","Directorate Of Edcs","water-bill","","Family",UPI,onetime,"",
359,2026-02-09,89,"Mohanan M O","Mohanan M O","food","dairy","Family",UPI,onetime,"",
360,2026-02-09,100,"Radha Wo Suresha","Radha Wo Suresha","food","yelnir","Family",UPI,onetime,"",
361,2026-02-09,368,"Sri Ganga Medicals","Sri Ganga Medicals","medical","medicines","Mother",UPI,onetime,"",
362,2026-02-09,50000,"Raj Jewels","Raj Jewels","jewelery","silver","Family",UPI,onetime,"",
364,2026-02-09,46400,"Raj Jewels","Raj Jewels","jewelery","gold","Family",UPI,onetime,"",
365,2026-02-09,50000,"Raj Jewels","Raj Jewels - G","jewelery","gold","Family",UPI,onetime,"",
366,2026-02-09,140,"Ms Pournami S","Ms Pournami S","flower","flower","Family",UPI,onetime,"",
353,2026-02-10,300,"Tamil Selvan","Tamil Selvan","food","fruits","Family",UPI,onetime,"",
354,2026-02-10,11314,"Hathway Cable And Datacom Limited","Hathway Cable And Datacom Limited","hathway","subscription","Family",UPI,onetime,"",
355,2026-02-10,170,"Ranganatha Iyangar Bakery Sweets","Ranganatha Iyangar Bakery Sweets","food","bakery","Family",UPI,onetime,"",
356,2026-02-10,673,"My Chicken And More Vijaya Nagar","My Chicken And More Vijaya Nagar","food","chicken","Family",UPI,onetime,"",
351,2026-02-11,3186,"Sri Maatha Medicals","Sri Maatha Medicals","medical","medicines","Mother",UPI,onetime,"",
352,2026-02-11,220,"Mookambika Food And Traders","Mookambika Food And Traders","Travel","hotel","Family",UPI,onetime,"",
346,2026-02-12,40,"Keshava N","Keshava N","food","fruits","Family",UPI,onetime,"",
347,2026-02-12,150,"Mr Chethan N","Mr Chethan N","food","fruits","Family",UPI,onetime,"",
348,2026-02-12,100,"Radha Wo Suresha","Radha Wo Suresha - Yelnir","food","yelnir","Family",UPI,onetime,"",
349,2026-02-12,300,"Pethis Service Station","Pethis Service Station","petrol-diesel","petrol","Family",UPI,onetime,"",
350,2026-02-12,4000,"Vinutha K","Vinutha K - Medical Tests Vinu","monthly expenses","","Family",UPI,onetime,"",
341,2026-02-13,300,"Tamil Selvan","Tamil Selvan - Fruits","food","fruits","Family",UPI,onetime,"",
342,2026-02-13,113,"Mohanan M O","Mohanan M O","food","dairy","Family",UPI,onetime,"",
343,2026-02-13,210,"Srinivasa","Srinivasa","food","vegetables","Family",UPI,onetime,"",
344,2026-02-13,410,"Srinivasa","Srinivasa","food","vegetables","Family",UPI,onetime,"",
345,2026-02-13,100,"Thiruppathi K","Thiruppathi K","food","yelnir","Family",UPI,onetime,"",
335,2026-02-14,14,"Ashwini","Ashwini","food","sweets","Family",UPI,onetime,"",
336,2026-02-14,44,"Ashwini","Ashwini","food","sweets","Family",UPI,onetime,"",
337,2026-02-14,500,"Raju S C","Raju S C","food","fruits","Family",UPI,onetime,"",
338,2026-02-14,110,"Ms Pournami S","Ms Pournami S","flower","flower","Family",UPI,onetime,"",
339,2026-02-14,70,"Nethravathy N","Nethravathy N","flower","flower","Family",UPI,onetime,"",
340,2026-02-14,430,"Kishan Kabadi S","Kishan Kabadi S - Breakfast","expenses","","Family",UPI,onetime,"",
334,2026-02-15,2000,"Chowdaiah","Chowdaiah - Feb Van Fees","Education","van fees","Smitha",UPI,onetime,"",
325,2026-02-16,30,"Vishwanath Poojary","Vishwanath Poojary","food","tea","Family",UPI,onetime,"",
326,2026-02-16,52,"Ravi H V","Ravi H V","food","tea","Family",UPI,onetime,"",
327,2026-02-16,10,"Tushara Devadiga","Tushara Devadiga","food","hotel","Family",UPI,onetime,"",
329,2026-02-16,290,"Tushara Devadiga","Tushara Devadiga","food","hotel","Family",UPI,onetime,"",
330,2026-02-16,80,"Sri Guru Kottureshwara Butter Dosa Hotel","Sri Guru Kottureshwara Butter Dosa Hotel","food","hotel","Family",UPI,onetime,"",
331,2026-02-16,90,"Suresh K","Suresh K","food","fruits","Family",UPI,onetime,"",
332,2026-02-16,150,"Nallaiya R","Nallaiya R","food","yelnir","Family",UPI,onetime,"",
333,2026-02-16,115,"Narendra G S","Narendra G S","food","vegetables","Family",UPI,onetime,"",
316,2026-02-17,20,"C B Shwetha","C B Shwetha","food","batter","Family",UPI,onetime,"",
317,2026-02-17,2650,"Prasad Pharma Unit Of Navadurga Health Solutions Pvt Ltd","Prasad Pharma Unit Of Navadurga Health Solutions Pvt Ltd","medical","medicines","Seenu",UPI,onetime,"",
318,2026-02-17,500,"Prasad Skin Hair And Cosmetology Clinic","Prasad Skin Hair And Cosmetology Clinic","medical","medicines","Seenu",UPI,onetime,"",
319,2026-02-17,6,"Rajalakshmi Traders","Rajalakshmi Traders","food","groceries","Family",UPI,onetime,"",
320,2026-02-17,60,"Rajalakshmi Traders","Rajalakshmi Traders","food","groceries","Family",UPI,onetime,"",
321,2026-02-17,95,"Suresh K","Suresh K","food","fruits","Family",UPI,onetime,"",
322,2026-02-17,130,"My Chicken And More Vijaya Nagar","My Chicken And More Vijaya Nagar","food","chicken","Family",UPI,onetime,"",
323,2026-02-17,1100,"Asif Pasha","Asif Pasha","food","mutton","Family",UPI,onetime,"",
324,2026-02-17,500,"Kanva Diagnostics Counter 8","Kanva Diagnostics Counter 8","medical","consultation","Vinutha/Smitha",UPI,onetime,"",
315,2026-02-18,64,"Sri Maatha Medicals","Sri Maatha Medicals","medical","medicines","Mother",UPI,onetime,"",
312,2026-02-19,1414,"Kishan Kabadi S","Kishan Kabadi S","expenses","","Family",UPI,onetime,"",
313,2026-02-19,55,"Krishna Vaibhava","Krishna Vaibhava","food","hotel","Family",UPI,onetime,"",
314,2026-02-19,52,"Sri Maatha Medicals","Sri Maatha Medicals","medical","medicines","Mother",UPI,onetime,"",
308,2026-02-20,420,"Chowdeshwari Fruit","Chowdeshwari Fruit","food","fruits","Family",UPI,onetime,"",
309,2026-02-20,50,"Manohar K S","Manohar K S","food","yelnir","Family",UPI,onetime,"",
310,2026-02-20,140,"Mrs Nethravathy","Mrs Nethravathy","flower","flower","Family",UPI,onetime,"",
311,2026-02-20,90,"Guna","Guna","food","fruits","Family",UPI,onetime,"",
300,2026-02-21,140,"Mrs Nethravathy","Mrs Nethravathy - Flowers","flower","flower","Family",UPI,onetime,"",
301,2026-02-21,20,"Mohanan M O","Mohanan M O","food","dairy","Family",UPI,onetime,"",
302,2026-02-21,190,"Mr Yogesh V","Mr Yogesh V - Dinner","food","hotel","Family",UPI,onetime,"",
303,2026-02-21,120,"Harisha Shetty","Harisha Shetty","food","icecream","Family",UPI,onetime,"",
304,2026-02-21,80,"New Pallavi Mess","New Pallavi Mess","food","hotel","Family",UPI,onetime,"",
305,2026-02-21,89,"Mohanan M O","Mohanan M O","food","dairy","Family",UPI,onetime,"",
306,2026-02-21,84,"Arthi","Arthi - Eggs","food","vegetables","Family",UPI,onetime,"",
307,2026-02-21,620,"Sri Guru Kottureshwara Butter Dosa Hotel","Sri Guru Kottureshwara Butter Dosa Hotel","food","hotel","Family",UPI,onetime,"",
295,2026-02-22,100,"Smitha K S","Smitha K S - Auto","Travel","auto","Family",UPI,onetime,"",
296,2026-02-22,55,"Krishna","Krishna","food","hotel","Family",UPI,onetime,"",
297,2026-02-22,55,"Nallaiya R","Nallaiya R","food","yelnir","Family",UPI,onetime,"",
298,2026-02-22,257,"Kushal B","Kushal B","food","vegetables","Family",UPI,onetime,"",
299,2026-02-22,300,"Krishna","Krishna","food","hotel","Family",UPI,onetime,"",
287,2026-02-23,136,"Sri Maatha Medicals","Sri Maatha Medicals","medical","medicines","Mother",UPI,onetime,"",
288,2026-02-23,177,"Qr918050639641 2800","Qr918050639641 2800 - Medicine Father","medical","medicines","Father",UPI,onetime,"",
289,2026-02-23,1834,"Sri Maatha Medicals","Sri Maatha Medicals","medical","medicines","Mother",UPI,onetime,"",
290,2026-02-23,340,"Sri Maruthi Oil Mill","Sri Maruthi Oil Mill","petrol-diesel","4 wheeler","Family",UPI,onetime,"",
291,2026-02-23,256,"My Chicken And More Vijaya Nagar","My Chicken And More Vijaya Nagar","food","chicken","Family",UPI,onetime,"",
292,2026-02-23,700,"Dillkush Mutton Stal","Dillkush Mutton Stal","food","mutton","Family",UPI,onetime,"",
293,2026-02-23,1000,"Dillkush Mutton Stal","Dillkush Mutton Stal","food","mutton","Family",UPI,onetime,"",
294,2026-02-23,384,"M/S.Indraprastha Vegetarian Vijayanagar","M/S.Indraprastha Vegetarian Vijayanagar","food","hotel","Family",UPI,onetime,"",
280,2026-02-24,240,"Sri Maatha Medicals","Sri Maatha Medicals","medical","medicines","Mother",UPI,onetime,"",
281,2026-02-24,350,"Arham Enterprises Magadi Rd 2","Arham Enterprises Magadi Rd 2","petrol-diesel","petrol","Family",UPI,onetime,"",
282,2026-02-24,250,"Neel Kamal Sweets","Neel Kamal Sweets","food","sweets","Family",UPI,onetime,"",
283,2026-02-24,50,"Ravi H V","Ravi H V","food","tea","Family",UPI,onetime,"",
284,2026-02-24,220,"Mookambika Food And Traders","Mookambika Food And Traders","Travel","hotel","Family",UPI,onetime,"",
285,2026-02-24,300,"Q413649836","Q413649836 - Vegetables","food","vegetables","Family",UPI,onetime,"",
286,2026-02-24,10,"Ravi H V","Ravi H V","food","tea","Family",UPI,onetime,"",
277,2026-02-25,3685,"Mahalasa Trading Co","Mahalasa Trading Co","food","groceries","Family",UPI,onetime,"",
278,2026-02-25,3080,"Om Shakthi Traders","Om Shakthi Traders","food","groceries","Family",UPI,onetime,"",
279,2026-02-25,5150,"Sri Raghunatha Trade","Sri Raghunatha Trade","food","groceries","Family",UPI,onetime,"",
275,2026-02-26,70,"Sushil Mandal","Sushil Mandal","food","hotel","Family",UPI,onetime,"",
276,2026-02-26,2600,"Bluewingsbarrestaura","Bluewingsbarrestaura","food","hotel","Seenu",UPI,onetime,"",
263,2026-02-27,10,"Revanna S","Revanna S","food","vegetables","Family",UPI,onetime,"",
264,2026-02-27,300,"Kushal B","Kushal B","food","vegetables","Family",UPI,onetime,"",
265,2026-02-27,100,"Suresh K","Suresh K","food","fruits","Family",UPI,onetime,"",
266,2026-02-27,461,"Raju S C","Raju S C","food","fruits","Family",UPI,onetime,"",
267,2026-02-27,50,"Manohar K S","Manohar K S","food","yelnir","Family",UPI,onetime,"",
268,2026-02-27,120,"Ms Pournami S","Ms Pournami S","flower","flower","Family",UPI,onetime,"",
269,2026-02-27,36,"New Shanthi Sagar","New Shanthi Sagar","food","hotel","Family",UPI,onetime,"",
270,2026-02-27,298,"Sreedhar Medicals","Sreedhar Medicals","medical","medicines","Vinutha",UPI,onetime,"",
271,2026-02-27,300,"Sreedhar Medicals","Sreedhar Medicals","medical","medicines","Vinutha",UPI,onetime,"",
272,2026-02-27,430,"Prajwal Healthcare","Prajwal Healthcare","medical","medicines","Father",UPI,onetime,"",
273,2026-02-27,400,"Nandana Health Care Services India Private Ltd","Nandana Health Care Services India Private Ltd","medical","doctor","Seenu",UPI,onetime,"",
274,2026-02-27,700,"Nandana Health Care Services India Private Ltd","Nandana Health Care Services India Private Ltd","medical","doctor","Seenu",UPI,onetime,"",
255,2026-02-28,600,"Ravindra S","Ravindra S - Vindrago/Di","food","hotel","Family",UPI,onetime,"",
256,2026-02-28,1114,"M S Caterers","M S Caterers","food","hotel","Family",UPI,onetime,"",
257,2026-02-28,60,"Feazzo Holdings","Feazzo Holdings","Travel","parking","Family",UPI,onetime,"",
258,2026-02-28,2106,"Surya Agency Pvt Ltd","Surya Agency Pvt Ltd","clothes","clothes","Family",UPI,onetime,"",
259,2026-02-28,220,"Narayanan","Narayanan","food","fruits","Family",UPI,onetime,"",
260,2026-02-28,54,"Sree Mangalam Cafe","Sree Mangalam Cafe","Travel","trip","Family",UPI,onetime,"",
261,2026-02-28,380,"Krishna","Krishna","food","hotel","Family",UPI,onetime,"",
262,2026-02-28,450,"Maruthi U","Maruthi U","food","groceries","Family",UPI,onetime,"",
253,2026-03-01,40,"6362580045","6362580045 - Groceries","food","groceries","Family",UPI,onetime,"",
254,2026-03-01,30,"9740446400","9740446400 - Gaa","food","gas","Family",UPI,onetime,"",
249,2026-03-02,15000,"Vinutha K","Vinutha K - Mar Home Expenses","house-monthly","","Family",UPI,onetime,"",
250,2026-03-02,8000,"Mar Home Expenses","Mar Home Expenses","house-monthly","","Family",UPI,onetime,"",
251,2026-03-02,60,"Mohanan M O","Mohanan M O","food","dairy","Family",UPI,onetime,"",
252,2026-03-02,350,"Mukesh Provision Stores","Mukesh Provision Stores","food","groceries","Family",UPI,onetime,"",
240,2026-03-03,151.01,"More","More","food","groceries","Family",UPI,onetime,"",
241,2026-03-03,645.01,"Theobroma Foods Private Limited","Theobroma Foods Private Limited","food","cake","Family",UPI,onetime,"",
242,2026-03-03,630,"Chowdeshwari Fruit","Chowdeshwari Fruit","food","fruits","Family",UPI,onetime,"",
243,2026-03-03,110,"Nallaiya R","Nallaiya R","food","yelnir","Family",UPI,onetime,"",
244,2026-03-03,50,"Ponniyamma","Ponniyamma","food","snacks","Family",UPI,onetime,"",
245,2026-03-03,1000,"Sri Lakshmi Ndbrn","Sri Lakshmi Ndbrn","pooja","donation","Family",UPI,onetime,"",
